payment_id,amount,payment_method,failure_reason,bank,previous_successes,previous_failures,attempt_number,customer_age_days,hour,day_of_week,recovery_action,recovered,recovered_amount
PAY_012333,2711.1,NetBanking,network_error,SBI,5,1,3,1256,19,1,retry_later,1,2711.1
PAY_012334,3091.93,NetBanking,gateway_error,SBI,4,3,4,712,1,4,payment_link,1,3091.93
PAY_012335,274.59,Card,network_error,HDFC,8,1,4,523,1,1,payment_link,0,0.0
PAY_012336,631.8,UPI,network_error,Axis,7,3,2,1240,6,6,retry_later,1,631.8
PAY_012337,1417.01,NetBanking,network_error,ICICI,10,1,2,406,13,4,payment_link,0,0.0
PAY_012338,2857.6,Card,gateway_error,Axis,5,0,4,1303,0,6,retry_now,0,0.0
PAY_012339,2674.15,NetBanking,otp_failure,ICICI,6,0,2,1397,21,3,retry_later,1,2674.15
PAY_012340,2637.26,UPI,gateway_error,HDFC,3,0,2,97,7,5,payment_link,1,2637.26
PAY_012341,1330.44,NetBanking,gateway_error,Axis,4,1,2,1139,20,1,payment_link,0,0.0
PAY_012342,1391.16,NetBanking,otp_failure,Kotak,3,1,4,1413,19,5,change_payment_method,1,1391.16
PAY_012343,1009.63,Wallet,network_error,Kotak,4,1,2,755,15,1,retry_later,1,1009.63
PAY_012344,3342.77,Wallet,blocked_card,Axis,7,1,4,1427,11,3,retry_later,0,0.0
PAY_012345,865.76,Wallet,otp_failure,Kotak,4,4,4,969,21,3,retry_later,1,865.76
PAY_012346,3568.96,Wallet,network_error,HDFC,6,1,2,310,22,1,payment_link,1,3568.96
PAY_012347,2135.13,NetBanking,blocked_card,Kotak,5,1,1,1133,22,4,retry_later,1,2135.13
PAY_012348,1744.05,NetBanking,network_error,Kotak,8,3,4,1306,6,1,change_payment_method,0,0.0
PAY_012349,1069.16,Wallet,network_error,ICICI,5,2,4,407,22,5,retry_now,1,1069.16
PAY_012350,611.29,UPI,blocked_card,ICICI,4,2,1,545,10,2,payment_link,0,0.0
PAY_012351,1076.94,Card,gateway_error,SBI,2,1,1,1429,10,1,change_payment_method,1,1076.94
PAY_012352,1388.52,NetBanking,network_error,HDFC,3,3,4,1002,18,4,no_action,0,0.0
PAY_012353,271.72,Wallet,otp_failure,Kotak,6,2,4,285,6,3,retry_later,0,0.0
PAY_012354,1543.98,Card,blocked_card,HDFC,6,2,2,574,14,1,retry_later,0,0.0
PAY_012355,3787.59,Wallet,network_error,HDFC,10,1,2,62,4,0,change_payment_method,0,0.0
PAY_012356,2846.3,Wallet,gateway_error,ICICI,10,0,4,491,11,6,change_payment_method,0,0.0
PAY_012357,1215.65,UPI,insufficient_balance,Kotak,7,5,2,870,16,3,no_action,0,0.0
PAY_012358,1877.22,UPI,otp_failure,SBI,6,0,1,746,18,1,payment_link,1,1877.22
PAY_012359,1158.72,NetBanking,gateway_error,Axis,3,4,4,1444,3,0,payment_link,0,0.0
PAY_012360,2036.54,Wallet,gateway_error,SBI,3,5,1,154,8,2,payment_link,1,2036.54
PAY_012361,6198.65,Card,network_error,ICICI,6,2,3,1399,4,1,change_payment_method,0,0.0
PAY_012362,3923.73,NetBanking,gateway_error,SBI,5,1,3,491,10,6,retry_later,1,3923.73
PAY_012363,2742.53,UPI,network_error,ICICI,4,3,2,1350,14,3,retry_now,0,0.0
PAY_012364,1218.89,NetBanking,insufficient_balance,ICICI,6,5,3,784,8,1,payment_link,0,0.0
PAY_012365,3294.31,NetBanking,insufficient_balance,HDFC,5,0,3,618,3,0,no_action,0,0.0
PAY_012366,468.95,Wallet,network_error,Kotak,6,0,1,567,11,6,retry_later,1,468.95
PAY_012367,1477.52,Card,insufficient_balance,Axis,7,1,3,930,19,4,payment_link,0,0.0
PAY_012368,2884.1,UPI,otp_failure,ICICI,4,0,1,1009,2,3,retry_now,1,2884.1
PAY_012369,3269.32,NetBanking,gateway_error,ICICI,4,2,4,760,14,0,change_payment_method,1,3269.32
PAY_012370,3089.94,NetBanking,insufficient_balance,HDFC,3,0,4,200,20,4,retry_later,0,0.0
PAY_012371,2288.99,Wallet,insufficient_balance,Axis,6,0,2,1365,1,4,retry_now,1,2288.99
PAY_012372,1545.99,NetBanking,otp_failure,ICICI,3,1,4,942,18,4,retry_later,0,0.0
PAY_012373,2780.49,Card,insufficient_balance,Kotak,2,4,4,294,0,0,retry_later,0,0.0
PAY_012374,843.63,Wallet,otp_failure,Kotak,3,1,1,1366,1,6,payment_link,1,843.63
PAY_012375,919.89,UPI,network_error,HDFC,3,1,1,814,5,6,payment_link,1,919.89
PAY_012376,1899.58,NetBanking,insufficient_balance,ICICI,3,1,3,310,9,6,change_payment_method,0,0.0
PAY_012377,2076.75,NetBanking,network_error,Axis,6,2,4,1095,13,5,retry_later,1,2076.75
PAY_012378,419.69,Wallet,insufficient_balance,HDFC,13,1,3,481,11,5,retry_now,0,0.0
PAY_012379,2602.21,NetBanking,network_error,HDFC,5,0,4,848,22,2,payment_link,0,0.0
PAY_012380,3354.92,UPI,insufficient_balance,SBI,7,1,3,474,9,3,retry_now,1,3354.92
PAY_012381,1699.64,Card,insufficient_balance,HDFC,6,5,1,53,8,4,no_action,0,0.0
PAY_012382,12083.22,Card,otp_failure,SBI,2,2,1,537,22,0,retry_now,0,0.0
PAY_012383,1046.97,Wallet,otp_failure,SBI,9,1,3,401,22,5,retry_later,0,0.0
PAY_012384,1354.42,NetBanking,network_error,ICICI,5,1,3,1438,8,5,retry_later,1,1354.42
PAY_012385,1318.1,Wallet,gateway_error,Kotak,2,1,2,620,19,4,change_payment_method,0,0.0
PAY_012386,1701.13,Wallet,gateway_error,Axis,5,2,2,251,23,0,change_payment_method,0,0.0
PAY_012387,1389.95,Wallet,network_error,HDFC,8,1,4,1097,13,3,retry_later,1,1389.95
PAY_012388,586.72,Wallet,insufficient_balance,ICICI,4,2,4,551,22,5,retry_now,0,0.0
PAY_012389,1167.67,Wallet,otp_failure,Axis,5,2,3,301,4,1,change_payment_method,0,0.0
PAY_012390,1672.21,NetBanking,otp_failure,HDFC,2,3,2,610,0,2,no_action,0,0.0
PAY_012391,4831.24,Card,insufficient_balance,Kotak,3,1,1,602,15,0,retry_later,0,0.0
PAY_012392,10528.01,Card,insufficient_balance,Kotak,7,2,3,1082,13,5,change_payment_method,0,0.0
PAY_012393,5262.59,Card,network_error,SBI,5,5,3,495,10,4,retry_later,0,0.0
PAY_012394,972.33,NetBanking,otp_failure,SBI,4,0,1,1268,12,5,retry_now,1,972.33
PAY_012395,1036.24,NetBanking,blocked_card,Axis,3,2,1,1251,18,0,retry_now,0,0.0
PAY_012396,1591.67,Wallet,network_error,HDFC,5,1,3,530,1,1,change_payment_method,1,1591.67
PAY_012397,7537.51,Card,network_error,SBI,6,0,1,703,11,1,change_payment_method,1,7537.51
PAY_012398,1583.92,Wallet,otp_failure,ICICI,8,2,1,84,15,2,retry_later,1,1583.92
PAY_012399,625.15,Card,otp_failure,SBI,6,1,3,514,7,1,payment_link,0,0.0
PAY_012400,1210.83,UPI,insufficient_balance,Axis,8,2,4,374,1,4,retry_now,0,0.0
PAY_012401,3313.12,NetBanking,network_error,ICICI,6,1,4,1029,21,3,change_payment_method,0,0.0
PAY_012402,3139.92,UPI,blocked_card,Kotak,4,2,2,257,5,0,retry_now,0,0.0
PAY_012403,1540.45,Card,insufficient_balance,ICICI,6,2,3,311,18,4,retry_later,0,0.0
PAY_012404,3123.57,Wallet,network_error,Axis,3,2,2,1300,10,6,change_payment_method,0,0.0
PAY_012405,293.38,NetBanking,otp_failure,Kotak,3,3,4,449,7,2,retry_later,1,293.38
PAY_012406,1964.64,NetBanking,network_error,HDFC,6,0,3,292,4,4,retry_now,0,0.0
PAY_012407,3599.49,Wallet,network_error,Axis,6,3,1,870,1,6,retry_later,0,0.0
PAY_012408,928.63,UPI,network_error,SBI,4,1,2,958,16,2,retry_now,1,928.63
PAY_012409,926.05,UPI,network_error,Axis,6,1,2,215,8,2,retry_now,1,926.05
PAY_012410,406.2,UPI,insufficient_balance,Axis,6,0,2,269,18,1,payment_link,1,406.2
PAY_012411,6450.52,UPI,gateway_error,Axis,4,1,1,1462,1,1,change_payment_method,1,6450.52
PAY_012412,1016.25,NetBanking,insufficient_balance,Kotak,6,1,3,925,8,6,retry_now,1,1016.25
PAY_012413,2192.58,Card,network_error,Axis,6,1,3,1118,11,5,change_payment_method,0,0.0
PAY_012414,2931.1,Wallet,network_error,HDFC,4,1,1,1125,22,5,retry_later,0,0.0
PAY_012415,6061.15,Card,otp_failure,Axis,3,3,1,1111,0,1,retry_now,1,6061.15
PAY_012416,1598.6,Card,gateway_error,SBI,7,3,2,1435,17,4,payment_link,1,1598.6
PAY_012417,1174.33,UPI,insufficient_balance,ICICI,2,3,2,1366,10,5,payment_link,0,0.0
PAY_012418,2076.53,Card,insufficient_balance,Kotak,3,1,1,1355,20,1,retry_later,0,0.0
PAY_012419,5050.61,UPI,gateway_error,SBI,4,3,1,1068,4,0,payment_link,0,0.0
PAY_012420,1577.92,UPI,blocked_card,HDFC,4,3,4,961,12,2,change_payment_method,0,0.0
PAY_012421,842.27,Card,otp_failure,Axis,4,4,2,927,2,2,retry_later,0,0.0
PAY_012422,527.1,Wallet,insufficient_balance,Kotak,6,2,3,1345,17,5,retry_now,0,0.0
PAY_012423,680.59,Card,gateway_error,Kotak,7,2,1,1462,8,1,payment_link,1,680.59
PAY_012424,3610.18,Card,network_error,Kotak,5,1,2,301,6,0,payment_link,1,3610.18
PAY_012425,1398.98,NetBanking,blocked_card,SBI,4,0,4,1206,11,0,retry_later,0,0.0
PAY_012426,1112.08,UPI,otp_failure,ICICI,4,0,2,962,16,0,payment_link,1,1112.08
PAY_012427,1019.66,NetBanking,insufficient_balance,ICICI,4,1,3,235,1,4,no_action,0,0.0
PAY_012428,1935.34,Wallet,gateway_error,HDFC,9,2,2,1150,7,1,retry_now,1,1935.34
PAY_012429,1492.84,Card,network_error,SBI,7,5,3,576,5,6,payment_link,1,1492.84
PAY_012430,1453.16,NetBanking,blocked_card,SBI,5,2,1,1010,7,2,retry_now,0,0.0
PAY_012431,5321.23,NetBanking,blocked_card,SBI,3,1,4,527,9,2,change_payment_method,0,0.0
PAY_012432,6188.28,Card,gateway_error,Axis,4,3,4,1366,17,0,retry_later,1,6188.28
PAY_012433,498.69,Card,gateway_error,SBI,7,1,3,1464,10,4,payment_link,1,498.69
PAY_012434,2349.77,UPI,insufficient_balance,SBI,7,3,4,468,6,2,retry_later,0,0.0
PAY_012435,971.18,UPI,gateway_error,Kotak,6,2,3,1419,17,1,no_action,0,0.0
PAY_012436,1482.37,NetBanking,blocked_card,Kotak,6,1,2,226,8,6,retry_later,0,0.0
PAY_012437,2315.6,Card,otp_failure,Kotak,6,2,4,214,11,1,retry_later,1,2315.6
PAY_012438,1525.11,UPI,otp_failure,SBI,5,0,1,218,16,0,retry_now,1,1525.11
PAY_012439,2174.1,UPI,gateway_error,SBI,5,1,3,1374,4,3,no_action,0,0.0
PAY_012440,3097.58,Wallet,network_error,Kotak,3,1,2,1443,21,5,retry_later,0,0.0
PAY_012441,2288.52,NetBanking,network_error,HDFC,2,0,1,1285,18,1,payment_link,0,0.0
PAY_012442,1077.64,NetBanking,gateway_error,HDFC,5,0,3,842,22,2,retry_later,1,1077.64
PAY_012443,1092.95,NetBanking,otp_failure,ICICI,9,1,2,568,12,4,change_payment_method,1,1092.95
PAY_012444,571.48,Card,otp_failure,Axis,5,1,2,687,22,0,no_action,1,571.48
PAY_012445,913.12,Wallet,otp_failure,Axis,8,0,3,99,10,5,retry_later,1,913.12
PAY_012446,8687.62,UPI,network_error,ICICI,10,0,2,441,23,4,payment_link,1,8687.62
PAY_012447,959.49,Wallet,blocked_card,Kotak,6,2,1,1104,13,4,retry_now,0,0.0
PAY_012448,695.96,UPI,network_error,Kotak,8,3,3,31,11,0,payment_link,0,0.0
PAY_012449,2335.41,UPI,network_error,SBI,8,0,2,577,18,1,no_action,1,2335.41
PAY_012450,1655.25,Wallet,blocked_card,Axis,6,0,3,422,8,5,retry_later,0,0.0
PAY_012451,1546.15,NetBanking,blocked_card,SBI,8,2,4,868,8,4,change_payment_method,0,0.0
PAY_012452,5581.63,Card,network_error,SBI,8,7,4,996,2,0,retry_now,1,5581.63
PAY_012453,2805.4,Wallet,blocked_card,Axis,3,2,3,977,13,5,payment_link,1,2805.4
PAY_012454,1183.23,NetBanking,gateway_error,Kotak,4,2,4,266,14,6,no_action,0,0.0
PAY_012455,1287.45,NetBanking,insufficient_balance,HDFC,5,1,2,980,3,2,retry_now,0,0.0
PAY_012456,1209.46,Card,insufficient_balance,Kotak,5,3,2,1160,3,2,payment_link,0,0.0
PAY_012457,3640.19,Card,network_error,Kotak,6,4,4,1027,4,5,payment_link,1,3640.19
PAY_012458,1413.02,NetBanking,insufficient_balance,SBI,7,5,2,92,17,3,retry_later,0,0.0
PAY_012459,430.73,Card,gateway_error,SBI,6,1,3,922,10,6,retry_later,0,0.0
PAY_012460,1739.48,NetBanking,otp_failure,SBI,5,0,2,827,8,3,payment_link,1,1739.48
PAY_012461,528.68,UPI,network_error,Axis,4,2,3,624,2,2,payment_link,1,528.68
PAY_012462,10377.39,Card,network_error,Axis,4,0,3,728,20,0,change_payment_method,1,10377.39
PAY_012463,835.03,UPI,blocked_card,ICICI,2,3,2,1049,2,1,retry_later,0,0.0
PAY_012464,1588.44,Card,gateway_error,SBI,2,3,3,1479,18,4,retry_later,1,1588.44
PAY_012465,2222.89,NetBanking,gateway_error,Axis,4,1,3,328,3,6,retry_now,1,2222.89
PAY_012466,1435.22,NetBanking,insufficient_balance,ICICI,4,2,2,1188,17,6,change_payment_method,0,0.0
PAY_012467,1433.65,NetBanking,network_error,SBI,3,1,4,128,20,5,payment_link,0,0.0
PAY_012468,2533.77,NetBanking,network_error,SBI,5,1,4,128,15,0,retry_later,1,2533.77
PAY_012469,6130.14,NetBanking,network_error,HDFC,2,2,1,287,0,4,change_payment_method,1,6130.14
PAY_012470,3340.94,NetBanking,insufficient_balance,Axis,5,0,2,799,17,1,payment_link,0,0.0
PAY_012471,5900.61,Card,network_error,ICICI,6,4,4,870,20,4,payment_link,0,0.0
PAY_012472,782.66,Card,otp_failure,SBI,3,1,4,576,7,0,retry_later,0,0.0
PAY_012473,2330.62,UPI,gateway_error,Axis,7,3,2,100,1,3,retry_now,1,2330.62
PAY_012474,2047.14,Wallet,network_error,ICICI,5,2,2,1457,5,1,retry_later,0,0.0
PAY_012475,2394.36,Card,gateway_error,HDFC,4,0,2,635,1,4,payment_link,0,0.0
PAY_012476,5437.02,Card,blocked_card,ICICI,3,4,2,465,10,5,change_payment_method,0,0.0
PAY_012477,1515.3,Wallet,blocked_card,SBI,2,1,3,43,10,5,no_action,0,0.0
PAY_012478,1307.14,Wallet,gateway_error,Kotak,3,1,3,689,17,1,payment_link,0,0.0
PAY_012479,2771.61,UPI,gateway_error,Kotak,3,3,4,825,7,5,retry_now,0,0.0
PAY_012480,435.91,UPI,otp_failure,HDFC,6,1,4,1035,22,1,change_payment_method,1,435.91
PAY_012481,1495.95,NetBanking,blocked_card,SBI,6,0,4,1138,3,2,retry_later,0,0.0
PAY_012482,1623.99,UPI,gateway_error,SBI,5,0,2,235,10,3,retry_later,0,0.0
PAY_012483,865.85,UPI,otp_failure,Axis,6,5,3,1157,22,3,change_payment_method,1,865.85
PAY_012484,4211.81,Wallet,blocked_card,Kotak,6,1,2,1227,19,6,retry_later,0,0.0
PAY_012485,772.94,Card,gateway_error,Axis,6,3,3,1191,4,5,retry_now,0,0.0
PAY_012486,1621.82,NetBanking,gateway_error,SBI,9,2,1,1064,18,3,retry_later,1,1621.82
PAY_012487,2285.92,UPI,otp_failure,HDFC,3,2,4,163,20,0,retry_later,0,0.0
PAY_012488,5338.83,Wallet,otp_failure,Kotak,8,4,4,69,0,4,retry_later,0,0.0
PAY_012489,1792.84,NetBanking,insufficient_balance,Axis,4,2,3,1006,7,4,change_payment_method,0,0.0
PAY_012490,3823.51,NetBanking,network_error,HDFC,4,3,1,587,0,3,retry_later,1,3823.51
PAY_012491,3166.8,Wallet,gateway_error,SBI,3,0,1,193,22,2,payment_link,1,3166.8
PAY_012492,1995.73,UPI,network_error,ICICI,5,0,3,257,19,6,retry_now,0,0.0
PAY_012493,756.26,UPI,otp_failure,ICICI,8,5,4,1159,16,6,payment_link,1,756.26
PAY_012494,573.83,UPI,blocked_card,Kotak,6,3,2,34,15,6,retry_now,0,0.0
PAY_012495,1968.85,UPI,network_error,HDFC,5,0,1,1123,7,2,payment_link,1,1968.85
PAY_012496,1171.27,NetBanking,insufficient_balance,Axis,7,3,4,1436,14,6,payment_link,0,0.0
PAY_012497,3772.18,Card,gateway_error,HDFC,3,4,1,330,5,4,change_payment_method,1,3772.18
PAY_012498,3283.57,NetBanking,gateway_error,Kotak,8,2,3,1264,11,5,retry_later,1,3283.57
PAY_012499,1559.8,NetBanking,blocked_card,SBI,4,3,1,1340,3,1,retry_later,0,0.0
PAY_012500,716.11,Wallet,gateway_error,HDFC,4,2,4,135,16,3,retry_later,1,716.11
PAY_012501,2720.55,NetBanking,insufficient_balance,Kotak,2,2,4,392,4,3,retry_later,0,0.0
PAY_012502,800.82,UPI,otp_failure,Kotak,8,1,4,1193,10,5,retry_later,0,0.0
PAY_012503,985.58,Wallet,otp_failure,Axis,7,2,1,1171,17,4,change_payment_method,1,985.58
PAY_012504,825.89,Wallet,blocked_card,SBI,1,2,4,805,9,3,payment_link,0,0.0
PAY_012505,1618.41,Wallet,blocked_card,HDFC,3,1,3,144,10,0,payment_link,0,0.0
PAY_012506,4610.79,Wallet,insufficient_balance,Kotak,8,0,3,864,14,6,payment_link,0,0.0
PAY_012507,1800.77,Wallet,otp_failure,SBI,5,1,2,651,5,1,retry_now,0,0.0
PAY_012508,1268.29,UPI,gateway_error,Axis,5,0,2,231,12,5,payment_link,0,0.0
PAY_012509,533.53,Card,insufficient_balance,Kotak,5,0,1,911,7,2,retry_later,1,533.53
PAY_012510,2812.14,Card,network_error,Axis,5,1,3,1075,18,1,payment_link,1,2812.14
PAY_012511,968.43,Wallet,insufficient_balance,SBI,7,2,4,1123,7,6,change_payment_method,0,0.0
PAY_012512,1986.27,Card,network_error,Axis,2,1,4,506,22,5,payment_link,1,1986.27
PAY_012513,1361.89,NetBanking,gateway_error,HDFC,2,1,2,1420,10,1,retry_now,0,0.0
PAY_012514,3535.26,Card,network_error,Axis,7,0,3,104,18,5,no_action,0,0.0
PAY_012515,1594.33,NetBanking,blocked_card,ICICI,9,0,1,605,10,4,retry_later,0,0.0
PAY_012516,1724.79,UPI,network_error,ICICI,9,0,2,227,13,3,no_action,0,0.0
PAY_012517,2666.7,Wallet,otp_failure,ICICI,10,2,4,1206,1,4,no_action,0,0.0
PAY_012518,9755.16,NetBanking,insufficient_balance,ICICI,1,5,2,1220,16,5,payment_link,0,0.0
PAY_012519,3680.33,UPI,blocked_card,HDFC,10,3,4,1286,22,1,retry_now,0,0.0
PAY_012520,1684.32,UPI,blocked_card,Kotak,3,1,4,1221,8,1,payment_link,0,0.0
PAY_012521,1812.67,Wallet,otp_failure,ICICI,5,1,1,988,4,1,no_action,0,0.0
PAY_012522,1188.1,Card,otp_failure,ICICI,6,2,3,547,1,0,change_payment_method,0,0.0
PAY_012523,845.56,UPI,blocked_card,Kotak,7,1,4,335,19,5,payment_link,1,845.56
PAY_012524,1161.89,Card,network_error,ICICI,8,0,2,698,22,1,retry_later,1,1161.89
PAY_012525,974.85,Card,otp_failure,Kotak,3,2,4,321,3,1,payment_link,1,974.85
PAY_012526,3049.38,Card,otp_failure,ICICI,8,3,1,940,8,0,retry_now,0,0.0
PAY_012527,767.43,NetBanking,network_error,Kotak,4,1,4,1499,8,6,retry_now,0,0.0
PAY_012528,5253.07,Card,blocked_card,Kotak,8,5,1,1090,13,6,payment_link,1,5253.07
PAY_012529,3299.87,Card,otp_failure,SBI,6,1,2,632,2,4,payment_link,0,0.0
PAY_012530,1837.94,UPI,gateway_error,Axis,5,4,1,1109,9,5,retry_now,1,1837.94
PAY_012531,1808.5,Wallet,blocked_card,Kotak,3,0,1,1212,12,0,retry_now,1,1808.5
PAY_012532,1157.68,NetBanking,otp_failure,ICICI,3,3,1,833,15,0,retry_now,0,0.0
PAY_012533,2244.12,Card,gateway_error,HDFC,6,1,4,525,9,2,payment_link,1,2244.12
PAY_012534,4317.68,Wallet,insufficient_balance,Kotak,7,4,3,99,3,6,retry_later,1,4317.68
PAY_012535,1030.17,Card,otp_failure,ICICI,6,2,1,1351,6,3,payment_link,0,0.0
PAY_012536,530.22,Card,otp_failure,Kotak,4,0,1,1361,20,1,change_payment_method,1,530.22
PAY_012537,3173.45,UPI,insufficient_balance,SBI,2,1,4,422,19,4,payment_link,0,0.0
PAY_012538,2343.72,Wallet,blocked_card,HDFC,3,3,1,39,11,4,no_action,0,0.0
PAY_012539,737.92,UPI,otp_failure,HDFC,4,1,3,245,2,4,payment_link,0,0.0
PAY_012540,1005.55,UPI,gateway_error,ICICI,5,2,4,1445,5,3,no_action,0,0.0
PAY_012541,909.34,Card,otp_failure,Axis,2,2,2,1059,3,4,retry_later,0,0.0
PAY_012542,1012.7,Card,gateway_error,SBI,8,0,3,715,7,1,retry_later,0,0.0
PAY_012543,1395.56,Card,blocked_card,Axis,5,1,2,752,4,6,no_action,0,0.0
PAY_012544,1460.83,Wallet,network_error,HDFC,2,1,4,877,14,5,retry_later,1,1460.83
PAY_012545,1074.24,Wallet,blocked_card,HDFC,6,0,3,1224,23,5,retry_now,0,0.0
PAY_012546,985.82,Wallet,otp_failure,Axis,5,2,1,804,16,3,retry_later,1,985.82
PAY_012547,1505.64,Wallet,gateway_error,Kotak,4,2,3,678,11,4,retry_later,0,0.0
PAY_012548,2067.62,Card,gateway_error,Axis,5,2,4,1307,20,6,retry_later,1,2067.62
PAY_012549,1403.83,Card,gateway_error,Axis,0,1,2,1466,4,4,retry_later,1,1403.83
PAY_012550,4568.47,UPI,otp_failure,Kotak,9,4,1,637,14,4,retry_later,1,4568.47
PAY_012551,2714.79,Card,gateway_error,Kotak,3,0,4,1361,17,0,retry_now,0,0.0
PAY_012552,506.4,Wallet,network_error,Kotak,5,0,1,1179,19,0,retry_later,0,0.0
PAY_012553,2748.97,NetBanking,network_error,SBI,1,1,2,1176,17,1,retry_later,0,0.0
PAY_012554,2934.92,Card,insufficient_balance,HDFC,5,2,2,681,14,0,payment_link,0,0.0
PAY_012555,1276.93,Wallet,gateway_error,HDFC,2,1,2,1042,7,1,payment_link,0,0.0
PAY_012556,546.67,UPI,network_error,Kotak,5,2,2,63,10,1,retry_now,1,546.67
PAY_012557,1819.75,Card,gateway_error,Kotak,4,1,1,988,23,0,payment_link,1,1819.75
PAY_012558,1796.93,NetBanking,gateway_error,SBI,5,1,4,1439,11,3,retry_now,1,1796.93
PAY_012559,737.07,Wallet,otp_failure,SBI,10,3,4,1337,5,4,retry_later,1,737.07
PAY_012560,566.24,Card,otp_failure,ICICI,3,0,3,511,18,0,payment_link,1,566.24
PAY_012561,1685.74,Wallet,otp_failure,Axis,7,2,3,773,9,4,payment_link,1,1685.74
PAY_012562,1500.48,NetBanking,gateway_error,HDFC,5,3,1,369,19,3,retry_later,0,0.0
PAY_012563,1294.9,NetBanking,gateway_error,HDFC,1,0,4,1157,15,1,retry_now,1,1294.9
PAY_012564,1691.33,UPI,network_error,SBI,5,1,4,531,13,4,retry_later,1,1691.33
PAY_012565,748.28,NetBanking,otp_failure,Axis,9,3,3,1003,22,6,payment_link,1,748.28
PAY_012566,1276.84,Card,gateway_error,SBI,7,3,3,1323,20,1,retry_later,1,1276.84
PAY_012567,2770.16,NetBanking,insufficient_balance,ICICI,5,0,4,1156,6,0,payment_link,1,2770.16
PAY_012568,1366.52,Card,gateway_error,ICICI,6,2,2,1249,22,3,payment_link,0,0.0
PAY_012569,474.58,Card,insufficient_balance,ICICI,1,1,4,1229,13,0,no_action,0,0.0
PAY_012570,1238.74,Wallet,gateway_error,SBI,3,2,1,430,14,6,payment_link,1,1238.74
PAY_012571,768.06,Card,insufficient_balance,Axis,9,5,1,122,13,6,retry_now,0,0.0
PAY_012572,2238.83,Card,insufficient_balance,Kotak,6,2,1,316,23,4,no_action,0,0.0
PAY_012573,2333.37,UPI,network_error,HDFC,2,1,3,473,8,4,change_payment_method,0,0.0
PAY_012574,479.61,Wallet,gateway_error,Kotak,5,4,3,291,4,3,retry_now,0,0.0
PAY_012575,3318.31,Card,insufficient_balance,Axis,3,2,2,131,0,4,retry_later,0,0.0
PAY_012576,742.67,UPI,network_error,SBI,3,2,3,1152,0,5,change_payment_method,1,742.67
PAY_012577,6293.96,Wallet,blocked_card,SBI,3,4,1,1014,20,2,retry_now,0,0.0
PAY_012578,1738.85,NetBanking,network_error,SBI,8,3,4,987,1,0,retry_later,0,0.0
PAY_012579,667.06,Card,network_error,ICICI,4,1,3,1495,8,5,retry_now,1,667.06
PAY_012580,725.17,NetBanking,insufficient_balance,ICICI,5,1,4,263,20,0,change_payment_method,0,0.0
PAY_012581,2388.63,Wallet,otp_failure,ICICI,4,3,2,815,18,6,retry_now,0,0.0
PAY_012582,1322.08,Wallet,blocked_card,Kotak,2,1,3,562,21,1,change_payment_method,0,0.0
PAY_012583,1673.51,UPI,blocked_card,HDFC,8,2,3,40,19,6,retry_now,0,0.0
PAY_012584,6569.7,Card,insufficient_balance,SBI,4,2,3,1243,13,0,retry_later,1,6569.7
PAY_012585,1033.39,Card,blocked_card,SBI,3,1,2,875,0,2,change_payment_method,0,0.0
PAY_012586,1896.89,UPI,insufficient_balance,Kotak,4,2,1,891,3,3,retry_now,0,0.0
PAY_012587,5630.06,NetBanking,insufficient_balance,HDFC,9,0,1,913,21,6,change_payment_method,0,0.0
PAY_012588,2244.89,Wallet,otp_failure,HDFC,2,1,3,1166,3,1,change_payment_method,0,0.0
PAY_012589,500.05,UPI,gateway_error,Kotak,2,1,2,808,22,4,retry_later,1,500.05
PAY_012590,2708.94,Wallet,network_error,SBI,3,0,4,1280,0,2,retry_later,0,0.0
PAY_012591,713.08,NetBanking,network_error,Axis,8,0,4,853,4,5,retry_later,1,713.08
PAY_012592,5571.65,NetBanking,insufficient_balance,Axis,1,1,3,1061,22,4,no_action,0,0.0
PAY_012593,936.08,NetBanking,otp_failure,HDFC,4,2,4,1264,17,4,retry_later,0,0.0
PAY_012594,19450.1,Card,gateway_error,HDFC,6,2,2,1193,1,0,retry_later,0,0.0
PAY_012595,5848.27,Wallet,gateway_error,SBI,6,1,4,584,2,0,retry_now,0,0.0
PAY_012596,955.95,Wallet,gateway_error,HDFC,5,1,1,221,13,6,change_payment_method,1,955.95
PAY_012597,1837.22,UPI,otp_failure,Kotak,7,2,4,721,5,2,payment_link,0,0.0
PAY_012598,3304.09,Wallet,gateway_error,Axis,6,1,3,969,4,2,payment_link,1,3304.09
PAY_012599,3384.39,Card,otp_failure,Axis,6,2,4,1416,2,2,retry_now,0,0.0
PAY_012600,2575.68,UPI,blocked_card,HDFC,2,3,2,837,4,6,retry_later,0,0.0
PAY_012601,4923.27,NetBanking,network_error,Kotak,4,2,3,652,6,1,payment_link,0,0.0
PAY_012602,1638.64,Wallet,gateway_error,HDFC,5,0,4,569,22,6,change_payment_method,0,0.0
PAY_012603,1348.34,Card,insufficient_balance,HDFC,6,0,2,597,17,5,retry_now,1,1348.34
PAY_012604,1369.92,Card,network_error,Kotak,6,3,4,386,0,0,retry_later,1,1369.92
PAY_012605,3592.84,Wallet,network_error,Kotak,5,3,2,768,20,1,retry_now,1,3592.84
PAY_012606,2421.51,Card,otp_failure,ICICI,3,1,2,1064,9,4,retry_now,0,0.0
PAY_012607,2282.5,NetBanking,otp_failure,Axis,2,0,1,527,12,1,retry_later,0,0.0
